Question,Predicted Answer,Exact Match,Substring Match,Correct Answers,,,,,,,,,,,,,,,,,,,,,,,,
What type of fault boundary is defined by having widespread powerful earthquakes  as in the state of California?,San Andreas,0,0,Transform boundaries : Transform : Transform boundaries : Transform boundaries,,,,,,,,,,,,,,,,,,,,,,,,
Whose theory was the theory of continental drift?,Alfred Wegener,1,1,Alfred Wegener : Alfred Wegener : Alfred Wegener : Alfred Wegener,,,,,,,,,,,,,,,,,,,,,,,,
The lithosphere moves over which mantle n the theory of plate tectonics?,convecting,1,1,the convecting mantle : convecting mantle : convecting : convecting,,,,,,,,,,,,,,,,,,,,,,,,
What types of waves do seismologists use to image the interior of the Earth?,seismic waves,1,1,seismic waves : seismic : seismic : seismic,,,,,,,,,,,,,,,,,,,,,,,,
In the layered model of the Earth  the outermost layer is what? ,dynamic model,0,0,crust : crust : lithosphere : crust and lithosphere,,,,,,,,,,,,,,,,,,,,,,,,
In the layered model of the Earth there are seismic discontinuities in which layer? ,410,0,0,the mantle : mantle : mantle : mantle,,,,,,,,,,,,,,,,,,,,,,,,
Recently a more detailed model of the Earth was developed. Seismologists were able to create this using images of what from the interior of the Earth? ,wave speeds,1,1,wave speeds : wave speeds : wave speeds,,,,,,,,,,,,,,,,,,,,,,,,
In the layered model of the Earth  the mantle has two layers below it. What are they? ,seismic discontinuities at 410 and 660 kilometers)  and the outer core and inner core,0,0,the outer core and inner core : outer core and inner core : outer core and inner core : outer core and inner core,,,,,,,,,,,,,,,,,,,,,,,,
Why is the second timeline needed? ,another reason for expanding the fourth scale,0,0,second scale shows the most recent eon with an expanded scale : compresses the most recent era : compresses the most recent era,,,,,,,,,,,,,,,,,,,,,,,,
Which timeline is further expanded in the fourth scale?,Quaternary,1,1,Quaternary : Quaternary : Quaternary,,,,,,,,,,,,,,,,,,,,,,,,
What is the name of the latest epoch?,Holocene,1,1,The Holocene : Holocene : The Holocene : Holocene,,,,,,,,,,,,,,,,,,,,,,,,
The Pleistocene epoch takes place during which period?,Quaternary,1,1,the Quaternary period : Quaternary period : Quaternary : Quaternary,,,,,,,,,,,,,,,,,,,,,,,,
What principle relates to the formation of faults and the age of the sequences through which they cut? ,cross-cutting relationships,1,1,The principle of cross-cutting relationships : cross-cutting relationships : cross-cutting relationships,,,,,,,,,,,,,,,,,,,,,,,,
When rock formations are found on top of a fault that have not been cut  then they must be older or younger than the fault?,younger,1,1,younger than the fault : younger : younger,,,,,,,,,,,,,,,,,,,,,,,,
Finding what helps to determine if a fault is a normal fault or a thrust fault? ,key bed,1,1,the key bed : key bed : key bed,,,,,,,,,,,,,,,,,,,,,,,,
Rocks on top of a fault that are cut are always older or younger than the fault itself?,younger,1,1,older than the fault : older : younger,,,,,,,,,,,,,,,,,,,,,,,,
What foreign bodies  which are older than the rocks themselves  occur igneous rocks?,xenoliths,1,1,xenoliths : xenoliths : inclusions : xenoliths,,,,,,,,,,,,,,,,,,,,,,,,
Xenoliths are picked up by what and deposited into the matrix of igneous rocks? ,magma or lava flows,1,1,magma or lava flows : magma or lava flows : magma or lava : magma or lava flows,,,,,,,,,,,,,,,,,,,,,,,,
What is another word for inclusions in sedimentary rocks? ,clasts,1,1,clasts : clasts : clasts : clasts,,,,,,,,,,,,,,,,,,,,,,,,
What is the principle that states that with sedimentary rocks  inclusions must be older than the formation that contains them?,xenoliths,0,0,The principle of inclusions and components : principle of inclusions and components : The principle of inclusions and components : inclusions and components,,,,,,,,,,,,,,,,,,,,,,,,
What is something that is often torn up and included in sedimentary rock?,gravel from an older formation to be ripped up and included in a newer layer,0,0,gravel : gravel : gravel : gravel,,,,,,,,,,,,,,,,,,,,,,,,
Which principle is based on the appearance of fossils in sedimentary rocks?,faunal succession,1,1,The principle of faunal succession : principle of faunal succession : The principle of faunal succession : faunal succession,,,,,,,,,,,,,,,,,,,,,,,,
Whose principles were the principle of faunal succession built upon?,William Smith,1,1,William Smith : William Smith : William Smith : William Smith,,,,,,,,,,,,,,,,,,,,,,,,
The fact that not all fossils may be found globally at the same time causes the principle to become what?,quite complex,1,1,complex : complex : complex : quite complex,,,,,,,,,,,,,,,,,,,,,,,,
The presence or absence of what can be used to determine the relative age of the formations in which they are found? ,absence,0,0,organisms : organisms : organisms : organisms,,,,,,,,,,,,,,,,,,,,,,,,
The principle of faunal succession was developed 100 years before whose theory of evolution?,Charles Darwin,1,1,Charles Darwin : Charles Darwin : Charles Darwin : Charles Darwin,,,,,,,,,,,,,,,,,,,,,,,,
When was the ability to use radioactive isotopes to date rock formations developed?,At the beginning of the 20th century,1,1,At the beginning of the 20th century : 20th century : At the beginning of the 20th century : beginning of the 20th century,,,,,,,,,,,,,,,,,,,,,,,,
What type of correlation was used previously to help date rock formations?,stratigraphic,1,1,stratigraphic correlation : stratigraphic : stratigraphic : stratigraphic,,,,,,,,,,,,,,,,,,,,,,,,
It is now possible to convert old relative ages into what type of ages using isotopic dating?,absolute ages,1,1,absolute ages : rock units : new absolute,,,,,,,,,,,,,,,,,,,,,,,,
Previous to isotopic dating sections of rocks had to be dated using fossils and stratigraphic correlation relative to what? ,one another,1,1,to one another : one another : one another,,,,,,,,,,,,,,,,,,,,,,,,
When dating rocks  what is the absolute isotopic date applied to?,fossil sequences,1,1,fossil sequences : fossil sequences : fossil sequences : fossil sequences,,,,,,,,,,,,,,,,,,,,,,,,
What techniques can be used to determine paleotopography?,Thermochemical,1,1,Thermochemical techniques : Thermochemical : Thermochemical : Thermochemical,,,,,,,,,,,,,,,,,,,,,,,,
The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?,closure temperature,1,1,particular closure temperature : closure temperature : closure temperature,,,,,,,,,,,,,,,,,,,,,,,,
What type of ratios are used in geochronologic and thermochronologic studies?,isotope,1,1,isotope ratios of radioactive elements : isotope : isotope : isotope,,,,,,,,,,,,,,,,,,,,,,,,
How can you find the absolute age of sedimentary rock units which do not contain radioactive isotopes?,calibrate relative dating techniques,0,0,Dating of lava and volcanic ash layers found within a stratigraphic sequence : Dating of lava and volcanic ash layers : stratigraphic sequence : Dating of lava and volcanic ash layers found within a stratigraphic sequence,,,,,,,,,,,,,,,,,,,,,,,,
Rock units become thicker and shorten when placed under this type of compression. ,horizontal,1,1,horizontal compression : horizontal : horizontal,,,,,,,,,,,,,,,,,,,,,,,,
Where do thrust faults form?,shallow crust,1,1,In the shallow crust : shallow crust : shallow crust,,,,,,,,,,,,,,,,,,,,,,,,
When rock folds deep in the Earth it can fold one of two ways  when it buckles upwards it creates what? ,synforms,0,0,antiforms : antiforms : antiforms,,,,,,,,,,,,,,,,,,,,,,,,
When rock folds deep in the Earth it can fold one of two ways  when it buckles downwards it creates what? ,synforms,1,1,synforms : synforms : synforms,,,,,,,,,,,,,,,,,,,,,,,,
If the tops of the rock units within the folds remain pointing upwards  they are called what? ,anticlines and synclines,1,1,anticlines and synclines : overturned anticline : anticlines and synclines,,,,,,,,,,,,,,,,,,,,,,,,
This causes the rock unit as a whole to become longer and thinner. ,Extension,1,1,Extension : Extension : Extension,,,,,,,,,,,,,,,,,,,,,,,,
Stretched rocks that pinch into lenses are known by what word? ,boudins,1,1,boudins : boudins : boudins,,,,,,,,,,,,,,,,,,,,,,,,
Where can the entire sedimentary sequence of the Grand Canyon be seen in less than the length of a meter?,Maria Fold and Thrust Belt,1,1,within the Maria Fold and Thrust Belt : Maria Fold and Thrust Belt : Maria Fold and Thrust Belt,,,,,,,,,,,,,,,,,,,,,,,,
Rocks that are a depth where they are ductilely stretched are also often what?,metamorphosed,1,1,metamorphosed : metamorphosed : metamorphosed,,,,,,,,,,,,,,,,,,,,,,,,
What causes rock extension?,a whole to become longer and thinner,0,0,normal faulting and through the ductile stretching and thinning : normal faulting : normal faulting and through the ductile stretching and thinning,,,,,,,,,,,,,,,,,,,,,,,,
What is another word for long  planar igneous intrusions?,Dikes,1,1,Dikes : Dikes : Dikes,,,,,,,,,,,,,,,,,,,,,,,,
Where do dikes form?,in large numbers in areas that are being actively deformed,0,0,in areas that are being actively deformed : areas that are being actively deformed : in areas that are being actively deformed,,,,,,,,,,,,,,,,,,,,,,,,
What type of gradients are formed by faulting and other deformational processes?,topographic,1,1,topographic gradients : topographic : topographic,,,,,,,,,,,,,,,,,,,,,,,,
What activity maintains topographic gradients?,Continual motion along the fault maintains the topographic gradient in spite of the movement of sediment,0,0,Continual motion along the fault : Continual motion : Continual motion along the fault,,,,,,,,,,,,,,,,,,,,,,,,
What events are often associated with volcanism and igneous activity?,Deformational,1,1,Deformational events : Deformational : Deformational,,,,,,,,,,,,,,,,,,,,,,,,
The Hawaiian Islands are made up almost entirely of what?,layered basaltic lava flows,1,1,layered basaltic lava flows : layered basaltic lava flows : layered basaltic lava flows,,,,,,,,,,,,,,,,,,,,,,,,
What is the oldest known rock in the world?,Acasta gneiss,1,1,Acasta gneiss : Acasta gneiss : Acasta gneiss of the Slave craton in northwestern Canada,,,,,,,,,,,,,,,,,,,,,,,,
What type of rock is found at the Grand Canyon?,sedimentary,1,1,sedimentary rocks : sedimentary : sedimentary,,,,,,,,,,,,,,,,,,,,,,,,
The rocks at the Grand Canyon have been in place since when?,Cambrian time,1,1,Cambrian time : Cambrian time : Cambrian time,,,,,,,,,,,,,,,,,,,,,,,,
Where is the oldest known rock in the world located?,northwestern Canada,1,1,Slave craton in northwestern Canada : Canada : northwestern Canada,,,,,,,,,,,,,,,,,,,,,,,,
What is petrology?,the study of rocks,1,1,the study of rocks : study of rocks : the study of rocks,,,,,,,,,,,,,,,,,,,,,,,,
What is stratigraphy?,the study of sedimentary layers,1,1,the study of sedimentary layers : study of sedimentary layers : the study of sedimentary layers,,,,,,,,,,,,,,,,,,,,,,,,
What is structural geology?,the study of positions of rock units and their deformation,1,1,the study of positions of rock units and their deformation : study of positions of rock units and their deformation : the study of positions of rock units and their deformation,,,,,,,,,,,,,,,,,,,,,,,,
 What modern formations do geologists study?,soils  rivers  landscapes  and glaciers,1,1,modern soils : soils, rivers, landscapes, and glaciers : soils, rivers, landscapes, and glaciers,,,,,,,,,,,,,,,,,,
What do petrologists use electron microprobes in the laboratory for?,rock samples in the laboratory. Two of the primary methods for identifying rocks,0,0,identifying rocks : identifying rocks : identifying rocks,,,,,,,,,,,,,,,,,,,,,,,,
What properties are analyzed with a conoscopic lens by petrologists? ,birefringence  pleochroism  twinning  and interference properties,1,1,birefringence, pleochroism, twinning, and interference properties : birefringence, pleochroism, twinning, and interference : birefringence, pleochroism, twinning, and interference,,,,,,,,,,,,,,,
Stable and radioactive isotope studies provide insight into what?,geochemical evolution of rock units,1,1,geochemical evolution of rock units : geochemical evolution of rock units : the geochemical evolution of rock units,,,,,,,,,,,,,,,,,,,,,,,,
Petrologists identify rock samples in the field and where else? ,rocks in the field  petrologists identify rock samples in the laboratory,0,0,the laboratory : laboratory : laboratory,,,,,,,,,,,,,,,,,,,,,,,,
What type of microscope is used by petrologists?,petrographic,1,1,petrographic microscope : petrographic : petrographic,,,,,,,,,,,,,,,,,,,,,,,,
How else can petrologists understand the pressures at which different mineral phases appear?,how they change through igneous and metamorphic processes,0,0,pressure physical experiments : fluid inclusion data : fluid inclusion data,,,,,,,,,,,,,,,,,,,,,,,,
